food_code,food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,image_url,,,,,,,,,,,,
ASC356,Methi pakora/pakoda (Methi ke pakode),2936.21,713.25,4.68,2.06,76.39,0.25,1.18,0.00,23.07,21.19,9.33,69.83,41.72,0.69,0.04,0.40,0.00,0.19,0.00,0.16,0.00,37.61,0.15,0.00,32.60,0.00,19.99,0.04,0.03,0.21,0.13,0.06,0.97,19.99,3.67,827.78,plate,,,,,,,,,,,,,
ASC357,Egg pakora/pakoda (Ande ke pakode),2925.47,710.51,4.48,2.83,75.86,0.19,0.86,28.39,9.55,31.92,6.16,75.37,37.75,0.47,0.04,3.45,0.00,0.13,0.00,0.22,15.36,37.12,0.00,0.07,5.53,1.13,18.83,0.04,0.03,0.17,0.21,0.05,2.07,18.83,0.00,33.79,plate,,,,,,,,,,,,,
ASC358,Bread pakora/pakoda,2929.73,710.99,8.87,2.57,74.20,0.46,1.11,0.00,19.83,26.10,7.17,101.49,38.92,0.46,0.04,0.95,0.00,0.17,0.00,0.19,0.00,36.45,0.00,0.00,5.44,0.00,17.43,0.05,0.02,0.31,0.10,0.04,0.64,17.43,0.00,22.96,plate,,,,,,,,,,,,,
ASC359,Paneer pakora/pakoda,2957.51,718.12,5.52,3.27,76.05,1.08,0.89,0.00,43.38,43.44,7.70,131.70,33.87,0.43,0.04,2.10,0.01,0.15,0.00,0.34,0.00,36.88,0.01,0.00,5.55,0.00,22.18,0.04,0.02,0.18,0.14,0.04,2.28,22.18,0.01,45.37,plate,,,,,,,,,,,,,
ASC360,Potato bonda (Aloo bonda),2604.02,632.84,4.53,1.09,67.80,0.27,0.83,0.00,6.79,16.90,9.02,132.53,105.94,0.37,0.05,0.38,0.00,0.12,0.04,0.14,0.00,33.32,0.82,0.00,7.90,0.00,8.94,0.03,0.01,0.26,0.12,0.04,0.56,8.94,5.00,182.56,bonda,,,,,,,,,,,,,
ASC361,Potato samosa (Aloo ka samosa),2377.14,577.39,9.21,1.71,59.19,0.29,1.19,2.33,7.63,21.79,11.38,77.10,137.50,0.50,0.06,0.28,0.00,0.15,0.01,0.22,8.72,28.73,1.71,0.00,9.10,0.00,9.08,0.05,0.01,0.37,0.18,0.04,0.66,9.08,8.00,239.16,samosa,,,,,,,,,,,,,
ASC362,Minced meat samosa (Keema ka samosa),2557.26,620.99,6.14,4.43,64.26,0.50,0.39,16.71,6.70,45.91,7.78,88.64,81.99,0.55,0.04,0.39,0.00,0.07,0.00,0.74,10.04,30.02,0.55,0.00,4.29,0.00,3.42,0.04,0.04,0.98,0.24,0.05,0.58,3.42,0.61,57.98,samosa,,,,,,,,,,,,,
ASC363,Paneer and pea samosa (Paneer matar ka samosa),2569.60,623.81,8.55,4.02,63.65,1.69,1.02,0.00,64.56,56.39,11.02,78.18,52.58,0.53,0.06,3.06,0.01,0.12,0.00,0.54,0.00,30.45,2.12,0.00,9.54,0.00,19.57,0.05,0.02,0.24,0.20,0.04,3.14,19.57,4.94,216.95,samosa,,,,,,,,,,,,,
ASC364,Mathri,3314.32,805.12,12.32,1.75,83.10,0.29,0.60,0.00,5.23,18.49,5.79,64.70,30.35,0.43,0.04,0.04,0.00,0.13,0.01,0.15,0.00,40.89,1.19,0.00,5.96,0.00,2.73,0.02,0.01,0.13,0.12,0.01,0.11,2.73,0.00,51.50,kachori,,,,,,,,,,,,,
ASC365,Khasta kachori,2934.90,712.73,12.81,2.51,72.27,0.34,0.97,0.00,7.84,32.93,12.90,90.56,78.13,0.59,0.06,1.06,0.00,0.16,0.01,0.27,0.00,35.51,1.33,0.00,5.33,0.00,6.34,0.03,0.01,0.21,0.23,0.03,0.12,6.34,0.85,76.10,kachori,,,,,,,,,,,,,
ASC366,Vegetable cutlet,2738.50,665.45,4.68,1.25,71.33,0.35,0.93,6.77,13.55,18.46,8.02,85.38,103.14,0.40,0.04,1.21,0.00,0.10,0.01,0.16,3.66,35.03,0.72,0.02,7.96,0.27,9.04,0.03,0.01,0.29,0.12,0.05,0.89,9.04,5.00,424.84,cutlet,,,,,,,,,,,,,
ASC367,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),2888.94,701.71,7.39,1.76,73.89,0.27,0.86,6.90,9.17,33.54,14.57,76.65,119.47,0.59,0.07,1.13,0.00,0.13,0.03,0.25,3.73,35.82,0.26,0.02,5.96,0.28,7.24,0.04,0.01,0.62,0.14,0.03,0.63,7.24,3.81,96.70,cutlet,,,,,,,,,,,,,
ASC368,Peanut cutlet (Mungfali ke cutlet),2878.02,698.77,5.68,2.63,74.00,0.51,1.21,6.75,14.38,43.60,20.00,84.24,143.30,0.56,0.10,1.41,0.00,0.17,0.02,0.34,3.65,35.22,0.57,0.02,5.89,0.27,11.37,0.06,0.02,1.08,0.16,0.04,0.67,11.37,3.73,96.74,cutlet,,,,,,,,,,,,,
ASC369,Fish cutlet (Machli ka cutlet),2693.96,654.64,3.13,2.77,70.11,0.29,0.54,11.02,10.44,35.34,9.02,75.33,109.15,0.36,0.04,4.18,0.00,0.08,0.01,0.15,6.80,34.31,0.19,0.08,6.50,0.37,5.46,0.02,0.01,0.32,0.20,0.04,0.58,5.46,3.00,94.29,cutlet,,,,,,,,,,,,,
ASC370,Paneer potato cutlet (Paneer aloo cutlet),2770.57,672.94,5.23,2.47,71.40,1.02,0.41,13.33,45.36,41.66,7.27,85.71,96.72,0.38,0.04,3.56,0.01,0.06,0.00,0.32,7.21,34.48,0.04,0.03,4.79,0.53,12.10,0.02,0.02,0.24,0.15,0.03,2.39,12.10,3.38,62.55,cutlet,,,,,,,,,,,,,
ASC371,Spinach chickpeas cutlet (Palak channa dal cutlet),2831.18,688.03,4.93,1.44,73.60,0.16,0.93,6.98,11.30,24.01,11.84,79.13,144.62,0.57,0.06,2.67,0.00,0.13,0.01,0.22,3.77,36.13,0.10,0.02,17.50,0.28,14.97,0.03,0.02,0.28,0.14,0.03,0.74,14.97,4.93,446.85,cutlet,,,,,,,,,,,,,
ASC372,Cheese toast,3233.23,785.37,5.49,1.98,84.11,0.53,0.31,11.55,43.87,47.28,4.08,121.05,26.04,0.31,0.03,1.82,0.00,0.06,0.00,0.22,15.91,40.80,0.01,0.02,5.36,0.31,4.72,0.03,0.02,0.17,0.06,0.01,0.64,4.72,0.00,7.96,toast,,,,,,,,,,,,,
ASC375,Vegetable burger,2144.45,519.93,13.69,3.26,50.63,1.88,1.70,7.40,26.08,18.34,6.46,168.97,90.87,0.70,0.03,1.07,0.00,0.08,0.00,0.16,7.26,23.90,0.72,0.01,8.16,0.18,7.95,0.03,0.04,0.84,0.12,0.04,0.91,7.95,4.79,470.76,burger,,,,,,,,,,,,,
ASC376,Cheese pizza,1047.50,249.50,30.62,5.79,12.43,3.42,1.95,10.64,96.51,110.07,17.36,397.73,152.89,1.09,0.07,0.52,0.00,0.37,0.01,0.63,22.59,2.73,1.90,0.00,5.14,0.00,12.09,0.22,0.04,1.04,0.14,0.07,0.98,12.09,5.13,942.87,piece,,,,,,,,,,,,,
ASC377,Vegetable seekh kebab,2843.04,690.73,5.32,1.57,73.72,0.74,0.59,0.00,32.66,27.84,7.92,83.67,104.53,0.36,0.04,1.50,0.01,0.12,0.01,0.22,0.00,35.92,0.14,0.00,6.50,0.00,8.41,0.02,0.01,0.26,0.09,0.03,1.20,8.41,4.17,101.83,kabab,,,,,,,,,,,,,
ASC378,Masala vada,3397.89,826.02,4.06,1.69,89.15,0.24,1.07,0.00,7.45,25.69,10.44,74.53,97.19,0.52,0.09,2.49,0.00,0.14,0.04,0.25,0.00,43.82,0.63,0.00,8.60,0.00,11.92,0.03,0.01,0.16,0.12,0.02,0.11,11.92,0.76,148.63,vada,,,,,,,,,,,,,
ASC379,Peanut sago vada (Sabudana mungfali vada),3087.61,749.89,7.14,1.01,79.82,0.19,0.62,0.00,5.03,20.46,10.38,71.29,94.50,0.38,0.05,0.21,0.00,0.08,0.02,0.15,0.00,38.81,0.28,0.00,6.33,0.00,5.13,0.03,0.01,0.52,0.08,0.02,0.23,5.13,3.19,91.93,vada,,,,,,,,,,,,,
ASC380,Vegeterian scotch egg,2805.97,681.67,4.64,2.16,72.77,0.23,0.58,34.24,15.20,29.12,6.42,93.33,80.64,0.46,0.04,4.28,0.00,0.06,0.01,0.22,18.52,35.52,0.53,0.08,6.46,1.37,9.70,0.03,0.02,0.25,0.20,0.04,1.98,9.70,3.75,90.58,piece,,,,,,,,,,,,,
ASC381,Paneer shaslik/tikka,392.27,93.85,7.98,5.11,4.49,4.61,1.23,0.00,123.86,92.41,15.85,103.39,130.93,0.68,0.07,5.46,0.03,0.15,0.01,0.77,0.00,0.61,3.00,0.00,10.84,0.00,39.84,0.03,0.04,0.34,0.26,0.07,6.18,39.84,24.55,1779.63,plate,,,,,,,,,,,,,
ASC382,Peanut brittle (Moongfali ki chikki),1340.21,320.46,47.46,6.94,11.13,43.92,2.63,2.50,68.03,137.07,108.38,15.99,420.05,3.22,0.27,0.87,0.01,0.78,0.05,1.04,9.36,1.17,2.04,0.00,0.63,0.00,30.37,0.16,0.04,2.89,0.37,0.42,0.70,30.37,0.00,49.31,piece,,,,,,,,,,,,,
ASC383,Spring roll,2568.38,623.87,8.56,1.81,64.63,0.60,0.67,12.15,9.51,23.54,7.00,132.84,60.86,0.49,0.04,1.40,0.00,0.11,0.01,0.18,6.57,31.70,0.86,0.03,8.13,0.48,10.19,0.03,0.02,0.18,0.16,0.04,1.01,10.19,4.88,424.02,spring roll,,,,,,,,,,,,,
ASC384,Dry mango chutney (Sookhe aam ki chutney),1247.30,298.13,69.17,2.43,0.70,61.86,3.74,0.00,72.05,71.97,77.60,437.91,654.54,3.98,0.19,1.51,0.02,0.75,0.05,0.42,0.00,0.10,2.26,0.00,19.23,0.00,18.66,0.07,0.08,0.65,0.22,0.42,0.55,18.66,0.91,6345.34,tablespoon,,,,,,,,,,,,,
ASC385,Peanut chutney (Mungfali ki chutney),1081.16,258.37,9.87,11.80,19.06,2.76,5.73,0.00,34.79,197.16,103.32,475.34,414.29,1.99,0.46,1.98,0.00,1.08,0.27,1.60,0.00,2.08,3.94,0.00,4.64,0.00,48.29,0.29,0.07,5.54,0.56,0.16,0.90,48.29,20.01,172.49,tablespoon,,,,,,,,,,,,,
ASC386,Coconut chutney (Nariyal ki chutney),1110.19,265.92,8.29,3.59,25.00,3.79,6.73,0.00,15.70,47.57,25.07,428.28,230.88,1.25,0.20,1.33,0.00,0.43,0.15,0.41,0.00,3.30,0.34,0.00,12.68,0.00,18.70,0.04,0.05,0.26,0.20,0.08,0.36,18.70,16.32,161.60,tablespoon,,,,,,,,,,,,,
ASC387,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),430.47,102.60,21.18,2.81,0.51,15.88,4.33,0.00,107.45,61.57,62.72,391.66,459.42,4.76,0.27,2.65,0.03,0.81,0.23,0.54,0.00,0.24,6.80,0.00,87.73,0.00,41.42,0.10,0.07,0.74,0.32,0.13,2.17,41.42,13.75,6306.47,tablespoon,,,,,,,,,,,,,
ASC395,Custard tart,940.77,225.60,28.66,3.72,10.73,9.31,0.91,22.28,57.47,68.66,12.99,59.74,115.73,0.49,0.07,0.43,0.00,0.16,0.30,0.37,100.23,0.31,1.52,0.00,1.39,0.00,7.87,0.05,0.07,0.25,0.33,0.07,1.10,7.87,1.65,237.91,tart,,,,,,,,,,,,,
ASC396,Lemon tart,1262.30,303.35,30.68,6.12,17.45,10.68,0.81,123.17,24.03,79.07,12.99,76.09,94.23,0.98,0.08,9.42,0.00,0.18,0.01,0.57,221.45,0.70,1.95,0.19,1.76,3.35,16.88,0.06,0.07,0.26,0.57,0.07,4.42,16.88,4.89,223.58,tart,,,,,,,,,,,,,
ASC397,Jam tart,1498.57,360.72,46.18,4.42,17.35,14.74,1.14,44.15,12.23,50.38,13.27,70.34,67.25,0.74,0.07,0.00,0.00,0.26,0.01,0.39,198.55,0.40,2.79,0.00,1.95,0.00,6.74,0.06,0.04,0.32,0.31,0.03,0.28,6.74,0.00,237.93,tart,,,,,,,,,,,,,
ASC398,Orange cream tart,822.52,197.16,27.43,2.58,8.72,10.08,0.64,22.13,13.84,37.81,13.59,36.85,136.02,0.58,0.04,0.01,0.00,0.18,0.00,0.21,99.53,0.39,1.42,0.00,1.11,0.00,18.98,0.08,0.03,0.28,0.31,0.04,0.81,18.98,27.15,182.91,tart,,,,,,,,,,,,,
ASC399,Pineapple tart,817.46,195.40,28.62,2.29,8.21,11.09,0.87,20.70,12.02,25.99,10.57,37.88,71.82,0.50,0.06,0.01,0.00,0.59,0.00,0.26,93.09,0.25,1.33,0.00,1.15,0.00,8.86,0.06,0.03,0.21,0.19,0.05,0.23,8.86,8.88,123.93,tart,,,,,,,,,,,,,
ASC400,Cheese and mushroom tart,1022.00,246.10,21.43,5.51,15.28,3.16,1.18,37.99,100.97,138.27,15.72,212.42,136.37,0.59,0.07,0.77,0.00,0.19,0.01,0.59,160.42,0.39,3.89,0.00,4.96,0.00,11.83,0.05,0.08,0.32,0.38,0.06,2.61,11.83,9.71,401.52,tart,,,,,,,,,,,,,
ASC401,Cottage cheese pie,992.89,238.98,20.66,7.45,13.83,3.62,2.21,20.86,108.05,104.31,22.71,103.29,128.10,0.92,0.11,4.90,0.02,0.28,0.01,0.98,93.83,1.57,5.13,0.00,12.72,0.00,36.55,0.09,0.05,0.51,0.42,0.08,5.41,36.55,10.65,983.87,pie,,,,,,,,,,,,,
ASC402,Minced meat pie,919.66,221.55,18.11,7.38,13.04,1.42,2.33,34.57,18.14,76.98,22.33,127.85,185.89,1.07,0.11,0.74,0.00,0.32,0.01,1.11,91.19,1.54,5.02,0.00,12.78,0.00,19.64,0.11,0.07,1.39,0.52,0.12,1.69,19.64,10.60,916.55,pie,,,,,,,,,,,,,
ASC403,Apple cinnamon pie,1077.36,258.73,33.68,3.35,12.21,11.95,1.77,36.52,16.14,41.41,12.35,60.14,90.10,0.65,0.07,0.88,0.00,0.22,0.24,0.33,138.71,0.35,2.41,0.01,2.66,0.26,6.54,0.05,0.03,0.31,0.27,0.04,0.63,6.54,1.27,245.47,slice,,,,,,,,,,,,,
ASC404,Lemon meringue pie,941.79,224.43,35.11,3.88,8.16,21.17,0.44,75.30,16.79,50.35,8.08,85.12,58.11,0.67,0.06,6.54,0.00,0.10,0.00,0.38,107.89,0.40,1.07,0.13,0.75,2.33,11.14,0.04,0.05,0.15,0.36,0.04,3.02,11.14,3.25,113.48,slice,,,,,,,,,,,,,
ASC405,Chocolate meringue pie,899.79,214.76,28.80,4.98,9.17,15.03,0.37,64.11,55.98,96.62,26.05,80.77,130.01,0.92,0.18,5.81,0.00,0.09,0.00,0.66,91.86,0.43,0.91,0.11,0.69,1.98,12.59,0.04,0.08,0.20,0.42,0.05,3.24,12.59,0.68,165.35,slice,,,,,,,,,,,,,
ASC407,Cream puffs,919.45,221.33,16.00,4.70,15.48,5.94,0.38,100.48,37.93,71.41,8.86,98.76,76.51,0.58,0.04,6.98,0.00,0.09,0.00,0.43,213.89,0.59,0.93,0.15,0.91,2.52,12.15,0.04,0.10,0.15,0.44,0.05,4.02,12.15,0.28,170.33,puff,,,,,,,,,,,,,
ASC408,Chocolate eclairs,1000.02,239.42,26.22,4.24,13.50,17.34,0.33,85.94,34.21,68.99,13.73,85.88,84.46,0.68,0.09,5.97,0.00,0.08,0.00,0.46,182.92,0.51,0.80,0.12,0.79,2.16,10.84,0.04,0.09,0.15,0.38,0.04,3.44,10.84,0.24,146.14,�clair,,,,,,,,,,,,,
ASC409,Cheese balls,2803.78,681.28,4.81,2.21,72.57,0.63,0.18,37.78,30.01,62.89,3.93,120.70,27.57,0.32,0.02,3.04,0.00,0.04,0.00,0.24,63.95,33.50,0.40,0.06,4.81,1.03,4.98,0.02,0.03,0.06,0.17,0.02,1.54,4.98,0.01,56.74,piece,,,,,,,,,,,,,
ASC411,Minced meat patties,1101.40,265.72,15.25,6.88,19.57,0.88,0.77,81.36,19.23,96.83,13.20,252.18,119.59,0.93,0.07,3.64,0.00,0.16,0.01,0.98,34.77,7.66,1.41,0.20,1.85,2.78,12.61,0.06,0.06,1.17,0.51,0.08,4.74,12.61,1.21,113.50,patty,,,,,,,,,,,,,
ASC412,Cheese patties,1343.40,324.01,22.23,7.38,22.67,3.93,1.24,0.00,126.41,113.77,18.88,295.22,97.11,0.82,0.09,5.64,0.03,0.32,0.02,0.93,0.00,9.29,2.74,0.00,4.79,0.00,30.23,0.05,0.05,0.31,0.34,0.05,5.55,30.23,3.24,588.58,patty,,,,,,,,,,,,,
ASC413,Hot cheese souffle,736.62,177.10,5.41,9.18,13.23,2.91,0.12,149.14,169.17,235.86,13.38,286.96,130.84,0.83,0.04,14.86,0.00,0.05,0.01,1.02,163.87,0.79,0.25,0.28,0.85,4.92,22.56,0.05,0.16,0.11,0.76,0.08,7.92,22.56,0.81,186.13,bowl,,,,,,,,,,,,,
ASC414,Hot potato souffle,523.33,125.64,8.56,5.51,7.64,1.78,0.66,109.09,56.84,100.35,15.02,97.20,258.62,0.79,0.06,11.59,0.00,0.08,0.01,0.56,95.78,0.59,0.26,0.23,1.16,3.98,21.28,0.05,0.10,0.42,0.66,0.09,6.09,21.28,8.23,205.71,bowl,,,,,,,,,,,,,
ASC415,Hot fish souffle,595.64,142.92,3.69,11.23,9.24,1.68,0.10,122.69,58.18,155.18,17.68,110.94,165.04,0.70,0.05,20.94,0.01,0.04,0.01,0.65,105.70,0.98,0.20,0.43,0.47,4.31,19.35,0.05,0.10,0.53,0.90,0.10,5.65,19.35,0.66,137.65,bowl,,,,,,,,,,,,,
ASC416,Hot spinach souffle,434.01,104.25,4.19,5.43,7.24,1.64,0.99,100.84,80.77,91.95,39.49,104.69,311.73,1.67,0.10,11.28,0.01,0.45,0.01,0.61,88.54,1.01,0.28,0.21,123.30,3.68,68.67,0.09,0.12,0.20,0.58,0.11,6.79,68.67,12.06,3738.96,bowl,,,,,,,,,,,,,
ASC417,Plain cream cake,1480.86,353.94,47.18,6.18,16.17,27.74,0.71,120.92,41.95,181.63,11.79,174.00,86.91,1.02,0.08,9.56,0.00,0.17,0.01,0.61,203.90,0.69,1.74,0.20,1.47,3.43,16.27,0.05,0.08,0.23,0.56,0.06,4.60,16.27,0.14,215.40,piece,,,,,,,,,,,,,
ASC418,Apple cake (Seb ka cake),1213.67,290.08,39.48,4.94,12.87,23.52,1.22,94.69,38.99,145.08,12.00,136.95,96.16,0.90,0.07,7.63,0.00,0.29,0.32,0.51,159.67,0.57,1.80,0.15,2.29,2.69,13.70,0.05,0.06,0.24,0.46,0.06,3.67,13.70,1.71,212.01,piece,,,,,,,,,,,,,
ASC419,Marble cake,1481.48,354.11,46.88,6.30,16.27,27.56,0.71,120.14,39.60,162.04,16.54,138.48,100.20,1.12,0.11,9.50,0.00,0.17,0.00,0.67,202.59,0.69,1.73,0.20,1.48,3.41,16.52,0.06,0.08,0.25,0.56,0.06,4.57,16.52,0.14,214.39,piece,,,,,,,,,,,,,
ASC420,Chocolate cake,1404.77,335.61,45.14,6.01,15.18,27.58,0.64,109.36,41.13,134.09,17.74,241.93,104.70,1.08,0.12,8.71,0.00,0.15,0.01,0.65,184.42,0.64,1.57,0.18,1.35,3.10,15.65,0.05,0.08,0.24,0.53,0.06,4.29,15.65,0.26,208.07,piece,,,,,,,,,,,,,
ASC421,Orange cake,1496.24,357.61,48.28,6.10,16.21,28.38,0.83,123.67,29.72,129.46,12.17,105.41,90.64,1.06,0.08,9.72,0.00,0.18,0.01,0.59,208.55,0.71,1.78,0.20,1.51,3.51,17.77,0.06,0.08,0.25,0.57,0.06,4.61,17.77,3.61,208.55,piece,,,,,,,,,,,,,
ASC422,Fruit Loaf ,1354.76,324.19,46.49,5.36,13.31,24.54,0.87,90.00,45.71,170.57,13.06,160.60,116.78,0.96,0.08,6.98,0.00,0.25,0.01,0.53,161.81,0.57,1.77,0.14,2.42,2.45,13.99,0.05,0.07,0.25,0.48,0.06,3.63,13.99,4.42,209.18,slice,,,,,,,,,,,,,
ASC423,Banana cake (Kele ka cake),1623.40,389.51,40.00,5.77,23.31,23.04,1.14,68.99,23.55,127.63,31.46,117.81,157.61,1.14,0.22,8.36,0.00,0.29,0.01,0.76,37.32,9.68,1.52,0.16,1.88,2.75,17.08,0.08,0.06,0.31,0.56,0.15,3.98,17.08,1.48,125.09,slice,,,,,,,,,,,,,
ASC424,Chocolate chiffon cake,1305.28,311.71,37.87,5.76,15.80,24.25,0.70,93.35,42.15,196.43,28.93,188.59,138.72,1.07,0.22,6.99,0.00,0.26,0.01,0.66,69.36,4.71,3.14,0.39,4.40,3.72,16.47,0.06,0.07,0.28,0.57,0.08,6.79,16.47,0.29,87.25,slice,,,,,,,,,,,,,
ASC425,Christmas cake,1560.80,372.95,48.29,5.49,16.88,27.45,1.49,97.81,40.98,116.37,30.80,64.84,176.27,1.32,0.22,8.17,0.00,0.47,0.01,0.77,179.30,0.71,1.48,0.15,1.80,2.63,16.38,0.08,0.06,0.31,0.50,0.08,3.86,16.38,8.16,161.05,slice,,,,,,,,,,,,,
ASC426,Strawberry and vanilla cake with butter icing,1547.86,370.54,44.25,3.89,20.39,32.43,0.79,101.12,28.17,114.82,9.76,107.27,74.53,0.70,0.07,5.84,0.00,0.16,0.00,0.41,247.61,0.69,1.62,0.12,4.69,2.09,10.99,0.04,0.06,0.21,0.37,0.05,2.78,10.99,7.21,235.02,slice,,,,,,,,,,,,,
ASC427,Eggless cake,1333.75,318.08,46.14,8.12,11.75,27.70,0.68,27.68,212.97,265.53,26.53,310.50,273.62,0.61,0.06,1.65,0.00,0.16,0.00,0.87,185.50,0.31,1.66,0.00,1.16,0.00,12.43,0.09,0.26,0.34,0.69,0.11,3.25,12.43,2.22,203.34,slice,,,,,,,,,,,,,
ASC429,Swiss roll,1062.09,251.87,48.34,7.30,3.77,32.96,0.55,144.66,24.11,95.13,10.86,51.90,87.08,1.19,0.07,15.98,0.00,0.13,0.01,0.69,78.26,0.61,1.33,0.33,0.20,5.77,22.71,0.05,0.09,0.20,0.72,0.08,7.32,22.71,0.00,106.72,swiss roll,,,,,,,,,,,,,
ASC430,Pineapple pastry ,874.13,208.21,29.04,6.06,7.87,18.83,0.72,115.34,42.97,89.42,11.42,44.30,107.33,0.86,0.06,11.09,0.00,0.23,0.00,0.57,133.97,0.59,1.06,0.23,0.49,4.00,19.09,0.05,0.12,0.18,0.60,0.08,5.97,19.09,3.99,134.81,pastry,,,,,,,,,,,,,
ASC431,Black forest pastry,979.99,233.55,34.48,6.09,8.46,21.35,0.54,113.03,44.15,92.19,13.57,53.43,110.97,0.92,0.07,10.95,0.00,0.12,0.00,0.59,131.50,0.58,1.25,0.23,0.64,3.92,17.46,0.05,0.11,0.19,0.60,0.07,5.92,17.46,0.98,138.93,pastry,,,,,,,,,,,,,
ASC432,Coconut finger,1155.88,274.86,42.56,7.09,8.86,28.55,1.87,127.97,24.04,101.86,18.10,46.86,141.16,1.31,0.14,16.35,0.00,0.26,0.01,0.73,69.23,1.07,1.18,0.29,0.43,5.11,22.21,0.05,0.08,0.24,0.66,0.08,6.57,22.21,0.00,109.79,finger,,,,,,,,,,,,,
ASC433,Pineapple cake ,819.06,195.57,23.51,5.01,9.34,16.16,0.76,92.79,49.06,80.33,10.71,37.47,108.39,0.64,0.05,7.89,0.00,0.24,0.00,0.48,152.05,0.54,0.85,0.16,0.59,2.85,15.72,0.05,0.12,0.16,0.50,0.07,4.89,15.72,5.33,138.96,slice,,,,,,,,,,,,,
ASC439,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),1773.46,424.80,47.10,6.56,23.62,22.58,1.54,69.03,36.10,144.88,43.31,280.44,158.23,1.37,0.34,3.92,0.00,0.55,0.02,0.90,164.28,1.49,6.91,0.07,8.92,1.18,16.31,0.10,0.05,0.40,0.46,0.12,3.08,16.31,0.63,433.42,cookie,,,,,,,,,,,,,
ASC440,Chocolate chip cookies,1776.75,425.29,57.98,5.79,19.38,30.29,1.05,75.98,24.76,77.18,23.00,278.29,114.09,1.22,0.16,4.22,0.00,0.30,0.01,0.61,202.70,0.65,2.56,0.08,2.00,1.39,11.98,0.07,0.06,0.34,0.45,0.05,2.27,11.98,0.00,232.90,cookie,,,,,,,,,,,,,
ASC441,Sweet plain biscuit,1588.86,380.76,50.29,5.86,17.67,21.77,1.07,76.89,42.88,158.43,14.91,132.59,90.96,0.92,0.10,4.04,0.00,0.25,0.01,0.57,205.24,0.55,2.61,0.08,1.83,1.42,11.92,0.07,0.07,0.32,0.47,0.05,2.27,11.92,0.23,259.32,biscuit,,,,,,,,,,,,,
ASC442,Chocolate biscuit,1586.49,379.76,51.56,5.88,17.09,24.16,1.01,72.66,41.51,161.86,23.27,127.02,114.98,1.14,0.16,3.81,0.00,0.23,0.01,0.66,193.94,0.53,2.47,0.08,1.75,1.34,11.96,0.07,0.07,0.33,0.45,0.05,2.14,11.96,0.22,245.78,biscuit,,,,,,,,,,,,,
ASC443,Coconut biscuit (Nariyal ke biscuit),1816.48,434.98,42.90,5.78,27.16,20.76,3.64,64.98,37.81,157.68,28.42,105.76,202.79,1.32,0.23,7.57,0.00,0.48,0.02,0.69,184.98,1.55,1.99,0.06,2.12,1.08,13.41,0.06,0.06,0.37,0.40,0.07,1.91,13.41,0.18,247.16,biscuit,,,,,,,,,,,,,
ASC444,Sweet and salty biscuit (Meethay aur namkeen biscuit),1694.69,407.96,45.09,6.15,22.39,7.22,1.68,55.18,37.24,78.02,18.49,414.70,109.95,1.05,0.10,0.15,0.00,0.33,0.01,0.54,248.19,0.54,3.49,0.00,2.44,0.00,9.51,0.08,0.07,0.41,0.44,0.05,0.66,9.51,0.31,328.50,biscuit,,,,,,,,,,,,,
ASC445,Peanut biscuit,1676.08,401.05,46.72,8.45,20.41,21.26,2.48,61.88,50.58,254.47,42.54,202.26,180.95,1.34,0.22,3.78,0.00,0.45,0.08,0.98,165.16,1.11,3.21,0.07,1.86,1.14,23.79,0.14,0.07,2.03,0.54,0.08,2.07,23.79,0.19,221.61,biscuit,,,,,,,,,,,,,
ASC446,Pin wheel biscuit,1688.63,404.60,54.56,5.40,18.66,23.25,1.16,44.65,42.70,168.27,27.50,131.73,122.74,1.13,0.19,0.12,0.00,0.27,0.01,0.66,200.84,0.45,2.82,0.00,2.01,0.00,8.65,0.07,0.06,0.38,0.36,0.04,0.53,8.65,0.25,266.83,biscuit,,,,,,,,,,,,,
ASC447,Saffron biscuit (Kesar biscuit),1913.03,458.61,59.70,6.05,22.01,22.42,1.90,49.64,25.71,75.69,26.36,5.65,120.02,1.23,0.14,0.27,0.00,0.73,0.09,0.59,186.04,1.92,3.89,0.00,1.11,0.00,10.02,0.09,0.04,0.49,0.40,0.05,0.53,10.02,0.12,526.80,biscuit,,,,,,,,,,,,,
ASC448,Masala biscuit,1636.01,393.64,45.18,6.06,20.75,6.82,2.14,51.29,53.73,179.49,25.48,714.52,136.35,1.32,0.12,0.47,0.01,0.57,0.04,0.59,191.55,1.28,6.17,0.00,13.15,0.00,13.33,0.09,0.05,0.46,0.43,0.07,0.61,13.33,0.95,1276.80,biscuit,,,,,,,,,,,,,
